# OpenSignals Text File Format. Version 1
# {"00:07:80:46:F2:86": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:46:F2:86", "device connection": "BTH00:07:80:46:F2:86", "sampling rate": 1000, "resolution": [16, 16, 16, 16, 16, 16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-5-24", "time": "10:27:16.370", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["GONIO", "GONIO", "EMG", "EMG", "EMG", "EMG"], "label": ["CH1", "CH2", "CH3", "CH4", "CH5", "CH6"], "column": ["nSeq", "DI", "CH1", "CH2", "CH3", "CH4", "CH5", "CH6"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["green", "black", "black", "dark_blue", "light_blue", "light_blue"]}}
# EndOfHeader
0	0	31284	27746	32772	32676	32477	35896	
1	0	31302	27733	32742	32736	32560	35065	
2	0	31288	27704	32864	32804	32576	34613	
3	0	31273	27708	32702	32801	32332	33184	
4	0	31296	27609	32842	32732	32572	33032	
5	0	31316	27621	32733	32852	32647	34164	
6	0	31311	27644	32743	32780	32236	33293	
7	0	31293	27624	32864	32748	32351	34054	
8	0	31294	27625	32749	32844	32645	33496	
9	0	31296	27664	32708	32785	32596	34232	
10	0	31303	27724	32860	32612	32332	33724	
11	0	31296	27700	32744	32820	32596	33826	
12	0	31309	27712	32834	32765	32588	34545	
13	0	31302	27690	32744	32608	32256	36079	
14	0	31312	27692	32728	32672	32413	34670	
15	0	31301	27700	32861	32732	32609	33565	
16	0	31308	27696	32732	32748	32564	32140	
17	0	31312	27693	32790	32763	32272	31572	
18	0	31296	27706	32825	32648	32520	31319	
19	0	31304	27656	32728	32800	32649	32624	
20	0	31330	27664	32892	32790	32608	33828	
21	0	31308	27703	32736	32584	32264	28333	
22	0	31321	27720	32742	32813	32528	30721	
23	0	31308	27741	32880	32794	32616	31270	
24	0	31292	27744	32780	32607	32572	33143	
25	0	31256	27704	32712	32748	32303	33693	
26	0	31290	27748	32816	32762	32504	34576	
27	0	31300	27743	32788	32632	32552	34732	
28	0	31301	27730	32664	32772	32568	33672	
29	0	31290	27752	32800	32777	32242	33020	
30	0	31325	27732	32896	32663	32417	33252	
31	0	31287	27747	32696	32834	32585	32292	
32	0	31309	27745	32750	32776	32637	32232	
33	0	31304	27730	32878	32646	32294	33004	
34	0	31326	27719	32716	32806	32324	33578	
35	0	31305	27732	32740	32768	32588	32806	
36	0	31296	27722	32864	32652	32626	33437	
37	0	31308	27753	32800	32768	32300	32628	
38	0	31296	27754	32796	32789	32357	30978	
39	0	31292	27740	32760	32788	32612	30714	
40	0	31315	27728	32756	32764	32540	31757	
41	0	31284	27729	32820	32597	32240	29700	
42	0	31276	27748	32716	32801	32378	29869	
43	0	31300	27728	32716	32792	32604	29704	
44	0	31280	27716	32893	32644	32624	29985	
45	0	31284	27721	32684	32696	32225	31012	
46	0	31280	27717	32796	32796	32336	31073	
47	0	31313	27737	32890	32678	32628	31167	
48	0	31300	27748	32695	32705	32602	32532	
49	0	31296	27729	32815	32748	32248	33012	
50	0	31296	27756	32890	32728	32359	33317	
51	0	31292	27732	32796	32740	32610	34984	
52	0	31304	27732	32769	32759	32616	34392	
53	0	31288	27741	32829	32742	32533	35353	
54	0	31320	27736	32760	32697	32236	36028	
55	0	31309	27735	32688	32733	32501	34624	
56	0	31309	27700	32866	32609	32556	34056	
57	0	31312	27744	32776	32775	32591	34429	
58	0	31332	27732	32696	32776	32283	34240	
59	0	31300	27744	32852	32648	32344	35292	
60	0	31297	27752	32769	32824	32580	34260	
61	0	31292	27756	32759	32789	32576	34217	
62	0	31304	27742	32844	32728	32292	33464	
63	0	31280	27728	32751	32741	32608	31773	
64	0	31300	27746	32920	32654	32612	31864	
65	0	31307	27736	32729	32824	32273	32097	
66	0	31276	27720	32716	32749	32464	30959	
67	0	31284	27736	32848	32660	32644	30305	
68	0	31277	27720	32750	32802	32596	28950	
69	0	31302	27740	32748	32780	32296	28840	
70	0	31276	27726	32790	32561	32612	29920	
71	0	31270	27731	32724	32748	32589	30671	
72	0	31304	27733	32876	32788	32564	31060	
73	0	31266	27735	32709	32636	32316	32632	
74	0	31317	27727	32864	32760	32591	31844	
75	0	31295	27704	32804	32777	32624	32741	
76	0	31278	27716	32712	32588	32544	33704	
77	0	31280	27732	32848	32744	32356	34877	
78	0	31296	27728	32877	32780	32612	36162	
79	0	31305	27728	32676	32607	32596	36340	
80	0	31300	27736	32813	32740	32268	36596	
81	0	31304	27712	32834	32814	32421	36186	
82	0	31244	27704	32704	32665	32552	34149	
83	0	31276	27552	32869	32676	32576	33622	
84	0	31282	27672	32728	32773	32244	33100	
85	0	31305	27649	32748	32696	32538	31078	
86	0	31292	27632	32833	32704	32586	30016	
87	0	31297	27660	32696	32762	32612	29880	
88	0	31284	27653	32773	32724	32276	29583	
89	0	31296	27716	32796	32740	32585	29017	
90	0	31312	27712	32711	32764	32601	29924	
91	0	31311	27716	32848	32796	32247	30687	
92	0	31296	27716	32737	32794	32332	30952	
93	0	31300	27700	32799	32624	32587	29730	
94	0	31299	27717	32837	32764	32608	30964	
95	0	31319	27711	32701	32793	32273	31870	
96	0	31325	27717	32852	32628	32450	31872	
